Timestamp,Level,Message,Action,Status,Secure,Encryption Details,Scrambled Token
"2024-08-31 00:22:12,765",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,Nt0enICuSN5SQV-L9emk3UIbJl6kqpnibWclNUdtb645ieGWMcKzzFVYvpsAGOCImz6CVIIIIKTJrP1WJsOUc0sikJC61mCbr0VdlymMIS.UiyUIgflQYmQANl9IIyrNys.XXRc6ihTk
"2024-08-31 00:22:15,830",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:22:15,832",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,s0ztcpIWCms.-UNIIRVhM9lNsWVIiBNCUIy_NOIbyir2tTYc6zSIlbc6Ge1xb.SznIl0OQ4iWIecUW0iCJyhLUVA4lZJckvIs59GvCvg6CmOJXIX4NIY9FFPqZOmk6s5G5LJTmbxdR3p
"2024-08-31 00:22:18,897",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:22:18,898",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,6VEY5GOtIzscyeembNJFIldNI8WNkxICdoWGS3NcT_zpyIi4lIAaC5tUbWyJ09nNRfT3JVm-QCInIb6sczLXc1stHO.3IXJ0ebsWb3iEKEpP0cMPNIIhI.glUE6YVMcCcQLiKvYzmVm-
"2024-08-31 00:22:21,972",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:22:21,973",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,I2eVNezo0bXUS1lsMINLC4vXJUiUGNACp9-Ke_lIIWxi6I7VTOSNpiZmtmAN_YI8NbyssrmJO0xRUbJToR6UyXIGs5cSl9WNsFIY.nc.Cv9I4CY3JzySi_dVI9W6MCltckvUbQhIwF0c
"2024-08-31 00:22:25,036",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:22:25,036",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,YeVcqIa7LyJVqm8S.IhmVIbvJnsAU8OGUQgLX66I6pDMItbNnc0CcIyWRm0JbNCRLz01eCCeiYIcpOII4CiWJ_bQySlpsiZDlWIlNcztkymX6gTNQNh9.NIsAyG9V5xIWF0TdJYYlIKs
"2024-08-31 00:22:28,105",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:22:28,106",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,vcciSks.bhmyt7zskNit3UdeInSi1vBR0ilNVGY5xXYnpW1sINaJlWsTlQICMVsLGLiNUIJHI5cCOAkym0IIt.FKymIscCpVNlPIpT9bHzI2HOeYNJobJ06EWwebhIhxxVM4646zvCCJ
"2024-08-31 00:22:31,159",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:22:31,160",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,1z1djdQimIyemV.U6vYIpGNIlzCUOm5NVRVkYc6CWjhnX2LJyyeC0cGVx0.vR0NYLYasiptJI6oSFIbM07kJbl9WIICbwbRHpICJkhelI_1szAtriT1cTMFXLNn4LMJItcssWbyIq2fc
"2024-08-31 00:22:34,227",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:22:34,227",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,mVGliyc.vyqeEvmNCXitIlClh9JAUz7eQXeCkH1T9deIId07KI61b1s6CdWCJsn.R5TMLNmXncgc6ItlCFOBOcbI4NWzbIGskIb0EyINyIR6NtYCQVUsJjlpZmYTcHYiVWSWupSJTI1I
"2024-08-31 00:22:37,288",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:22:37,289",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,2IbglQcbIIs4m6TGiZNpJICI3.e1EhJVsO8Tpc1zj8eIzNs4UynLDFNSP1IbGmYWXtmWxL9CCRI97.5qdc80kbqFiy1lU4iJiyNVCA0LNvOmtZHIaW-J6GVBIiIElYu6cD6LsBpNh_MI
"2024-08-31 00:22:40,369",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:22:40,370",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,U4RrbJ.JCMgypQ5jWYZQN8saIqIOXTihc6III16sPUMGlioIlmFbVJJUCzbzIm4ZsSpVmFI9iTl.ctNy6NcdIAhcH25C-VNu0tY0MOncIIbAMCCL_SWO_XskeIsiIeW7G6rNkyv-UK2P
"2024-08-31 00:22:43,439",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:22:43,440",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,si.xocyP1G60hICJWTI1QUSESNmHJIWmSbbdSbMR138heylyktVJILgDpiEINWT5cWamsO5tHpViAFINIIc4LdeJnMsE6GIblYz9JVDYlMmMvCcSnvX6IhWCC2.eWIKPT0mShsUYzcNq
"2024-08-31 00:24:47,466",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:24:47,474",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,PJsJRXIb4JYpIlnfqtscIb0aW69lNGcIVsyelEd6JmFTlch-mmInYS6yVWIlY-pUdIINecAsdcb5Oim3bCxU6lTxViHGC4WCIWYMIQlLztSbiCNNiKyvIbN6-0WNWC.1cV.kvIJlarsz
"2024-08-31 00:24:50,555",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:24:50,556",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,9mz0INFMQmC9FISktIRGUHJnlWIWOJYslMn5dSGzNPlIWiie4Ic_cyRCsvICSO.AXIC.6bm1N4x2O5bWKMTM0Lchh3IeltVIYdkEiyCKsNTcYcypVaikJCf6kDJ4Azps5AsbIbyaVVU6
"2024-08-31 00:24:53,649",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:24:53,650",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,CbIXllDWYACIN0Wfzv9ckJsNJOVgmNtlgVmse0ItnIdJlWbNiJ650wcidIppovOE5seF3TyYxFZIYF6fEsSIUIEAyEQhRc1SJLC8V0bzyTIkcJ.WsCfU6k8.sGIvmSIN4bsGg0YyMMni
"2024-08-31 00:28:44,401",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:28:44,402",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,ILmsRNiJYPcy0Mz8cp.stiTkJ0XktWdKpZsbRel7bGtI84yCpcyCJzAnVI_ip9gjOrWI06cHG4eI6lhN5aCbVnlINsGSoiIKmYCIZEJFyn.IFNYOMCvhIUFi1bBIEQNM8R6NmTmehVbW
"2024-08-31 00:28:47,451",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:28:47,452",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,IllICyTzIkpkJFWINUzWYQs3iOAGG0UMcN0.8JtcJJnIVIbx6FO6RiWveyb5nsUmTXGN5slb4ycAwV9yNbI_Ne_InPIOFv-IpTihCiCQ0iwvylImbVJsht6LII_c1CWd.mXzY2Mek7CS
"2024-08-31 00:28:50,491",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:28:50,491",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,icmdN9CVrVQ4tbWDbC.CtseJILzIyWp04dCzReGICWy0HJYIzbI.WZ0ITxWmb9vYM6r6l8iNIGcGFNNfRL5sV9zcsTUXaUbhp1Ii6g1MmenNRQvcseJ2IyIskI9OlaSlGczA9JDJSIkR
